t,marketcap_thermocap_ratio,net_unrealized_profit_loss,price_usd_close,mvrv_z_score,puell_multiple,reserve_risk,sopr_adjusted,rhodl_ratio,exchange_net_position_change
2015-08-28,1.6967616800000002e-07,-0.202728734249277,231.52008387831285,-0.241085523045229,0.807862352563645,0.001024878354157,0.9977294548239081,151.54459799188,94918.57015623944
2015-08-29,1.7115617e-07,-0.20764943223211801,230.1742717846294,-0.24939251435175602,0.8431202045500691,0.001033797451665,0.9836869853749691,149.966088123179,89194.39035548968
2015-08-30,1.69975954e-07,-0.21451249739757203,228.8670732204802,-0.253893687758427,0.7880612378663531,0.001026605944593,0.990091881924762,150.004297139708,90150.52866301942
2015-08-31,1.6997771800000002e-07,-0.20699322545131102,230.59809103226553,-0.244277187366428,0.8275996268839191,0.0010265840543220001,0.9936609800051921,145.841281229237,76225.40311734972
2015-09-01,1.69438305e-07,-0.22039339675941202,228.0608584854554,-0.258796789502345,0.811447015667978,0.0010232817786530002,0.986755884040404,133.875283379013,72332.26932047936
2015-09-02,1.69251844e-07,-0.21134080122921903,229.3621245778932,-0.253004823881731,0.845221836918547,0.0010221501732240001,0.9858508372348351,124.029337474285,54415.25141367968
2015-09-03,1.68757459e-07,-0.22218622423941703,227.23996193137782,-0.259968680992339,0.771031549375758,0.001019099584824,0.974243718654861,123.107899990353,69042.79042670957
2015-09-04,1.69874773e-07,-0.20407668991385602,231.25430337632557,-0.23905986682378902,0.8324865082068891,0.0010258221998640002,0.9895405251018371,122.119988798,60996.73923660978
2015-09-05,1.72085062e-07,-0.176817243450087,236.0671291026174,-0.21582998269022,0.797281066347818,0.001039099127825,0.9971620005866031,122.678809995678,63613.97151786997
2015-09-06,1.77588004e-07,-0.15281645577361,240.68976830398393,-0.19094883807991903,0.8081758217042291,0.0010722264878280001,1.00455653039715,125.574133147505,64629.0501653197
2015-09-07,1.7780884600000002e-07,-0.154354823167199,241.02145890795947,-0.19167817287760203,0.857441151538859,0.001073482860883,1.00262056378018,120.044339522596,34094.87311300007
2015-09-08,1.7974227000000002e-07,-0.138927399810962,244.23028202966935,-0.172777436917666,0.777561512867169,0.001084978317144,1.0048936080022,119.478205895663,7072.636721109971
2015-09-09,1.77535554e-07,-0.164564689061651,238.64699669387738,-0.20294363650419803,0.8430864630760599,0.001071567177836,0.9974802397975371,122.350242804784,43273.44327817997
2015-09-10,1.7597389900000002e-07,-0.16363943224476,238.65631371778696,-0.200260288258289,0.9630146880954471,0.0010621710115220001,0.9740417567072981,124.270866856978,57366.382872600225
2015-09-11,1.7688141e-07,-0.15594057049878202,240.72803507045546,-0.18945053235560902,0.8972816454844691,0.0010676151631990002,0.995484391305374,125.375594576941,88797.33591876004
2015-09-12,1.7550532500000002e-07,-0.17681912940059,235.38640084032153,-0.216003837979604,0.7633492047193291,0.001059172120044,0.990986574983262,124.582791708313,81720.23276075977
2015-09-13,1.71295864e-07,-0.205298680529119,230.2314716349509,-0.24400829375672303,0.8358768775575001,0.001033696514005,0.983717895663443,121.755655261997,15521.188858699985
2015-09-14,1.69217675e-07,-0.203182233181108,230.66681987336318,-0.240912436724659,0.8343683371003751,0.001021093806114,0.98427358223629,118.454556163499,53225.86849293008
2015-09-15,1.6934998700000002e-07,-0.20317775987310102,230.18311924399845,-0.24041822361921103,0.8821421058893181,0.001021842559374,0.9881683718185581,115.508958653067,37741.962230770034
2015-09-16,1.67999997e-07,-0.213218237466505,229.2495574632945,-0.250477349549773,0.779934974530988,0.0010135605684630001,0.989054494063306,110.766785341199,-5509.335536049912
2015-09-17,1.6931466300000003e-07,-0.1921164356524,232.7716151933546,-0.22679043402918,0.7989964474048431,0.001021346138859,0.996480892478203,108.372784787728,5013.78843123978
2015-09-18,1.7103704400000003e-07,-0.18556098566369503,233.45600185429976,-0.22637601953756603,0.8276911198991991,0.001031588620617,0.99757408661191,108.343762469791,8251.413217069581
2015-09-19,1.7013358600000001e-07,-0.19518849311463102,231.72953491596854,-0.23561628430596102,0.7023715594258131,0.001025891566144,0.990147671287227,108.951319768306,-16865.61406763026
2015-09-20,1.6940745000000002e-07,-0.200856067571095,230.68535720681675,-0.23839069051258302,0.7185565821425051,0.0010212761114990001,0.9892542794124191,107.769980227568,15077.052779649268
2015-09-21,1.66975434e-07,-0.22105682393668602,226.6662632336626,-0.25917725790725704,0.732647099488823,0.001006404968451,0.9979451143461671,108.890002889375,-13818.796311040176
2015-09-22,1.67413646e-07,-0.199736497228717,230.61068690263542,-0.23839507404845,0.875675834722324,0.0010089403269000002,0.9917209185323311,110.691508847684,-26582.018931300496
2015-09-23,1.6851882100000001e-07,-0.202404845705547,229.82978513470525,-0.241546011558276,0.8894039561899241,0.0010154960986540002,0.9606163020993441,112.589652375232,-695.493511890294
2015-09-24,1.69692516e-07,-0.178269742586936,234.4753888262895,-0.21709183600970403,0.796300306196394,0.00102238067881,0.9989247606429821,115.067044558735,22540.40072033985
2015-09-25,1.7198690000000002e-07,-0.172912201208462,235.2908548005521,-0.21282442739482801,0.9475817505055191,0.001036103014163,0.9978476646320641,115.941055037492,-12802.094869170222
2015-09-26,1.711333e-07,-0.180916515645232,234.5934120623101,-0.21687261810733102,0.8469920261078511,0.001030770989179,0.994406247058996,118.997419528914,-20070.425603830372
2015-09-27,1.7024181500000001e-07,-0.185736688936483,233.18068434946878,-0.223508665104861,0.8556624908187881,0.001025211660281,0.9940882534880281,118.053445097455,-17773.83994769014
2015-09-28,1.7305838900000002e-07,-0.1530292734736,239.47488643573993,-0.19054789200607702,0.8370739632377121,0.0010419467286950001,0.990067826725693,121.796724890135,-8112.47542001016
2015-09-29,1.73336902e-07,-0.16612935214843702,237.09198320316509,-0.202946800863842,1.02094220575235,0.001043516127412,1.00060731610677,118.037490804987,-13185.71560312016
2015-09-30,1.72479616e-07,-0.16941470089996202,236.85368796707021,-0.20408352263638102,0.8661437912545,0.0010381332774150002,0.996984095456216,121.823213860348,-19074.113579790108
2015-10-01,1.7268740800000001e-07,-0.16315013683079502,237.82075625088078,-0.19866213169729202,0.8741277112373421,0.001039165933545,0.989543237473642,124.038868365866,-30488.515570470132
2015-10-02,1.73015266e-07,-0.15949279928912602,238.17530073042212,-0.19687040066549902,0.813085721387735,0.0010408536298830001,1.00041781981588,123.860537343985,-2391.8957536900416
2015-10-03,1.7349423100000002e-07,-0.153213999085991,239.56040132076637,-0.189801451268815,0.8586136771614371,0.0010434796654940001,1.00236008845503,125.373240737062,-17124.077484379988
2015-10-04,1.73671339e-07,-0.15666067221799201,239.33481153938868,-0.19085398949777202,0.9084842166355671,0.0010443177967420002,0.9946084082507971,128.829823025479,-2603.987484590034
2015-10-05,1.7329499200000001e-07,-0.146046907368095,240.78453591961664,-0.18356800730387302,0.9083498728576871,0.0010418489350070002,0.9970303569642681,127.85436508505,-7333.466491540312
2015-10-06,1.76479468e-07,-0.11840827272442501,246.77201716769088,-0.15223098732644302,0.8603801007088411,0.0010607256420690002,1.00434931344718,128.559744213207,-10215.512987720082
2015-10-07,1.77782624e-07,-0.132277879815273,243.30663642926592,-0.16929192506749402,0.812152604082073,0.0010682665892400001,0.98491083659772,137.063132914206,-7926.74625671003
2015-10-08,1.7665762700000002e-07,-0.135295135867347,242.9524075126918,-0.17090179345055,0.850846448496924,0.001061253076284,0.988759315245289,135.946713456824,-5082.357663240051
2015-10-09,1.7649147000000003e-07,-0.12843819987042202,244.4255139081272,-0.162923790898086,0.7668760216811961,0.001059912271231,1.00008809322634,135.523314911389,-14034.925806480343
2015-10-10,1.77103018e-07,-0.121656835100114,245.9098072068554,-0.15524629050997202,0.9791330275172141,0.001063399529126,0.9952801286260271,138.518745442687,-21742.145176550257
2015-10-11,1.78046541e-07,-0.109290033797572,248.94019306744676,-0.141844341454127,0.89961257343061,0.00106880992572,0.99752117589114,136.038833235701,-27253.395605830126
2015-10-12,1.7854652100000003e-07,-0.11980673933970601,246.20617221314052,-0.15443368536742902,0.8793518158051851,0.001071557098581,0.9688875725429421,139.497705896295,-27228.210638329852
2015-10-13,1.78947588e-07,-0.10175943613281901,250.0391563717686,-0.13260443489905,0.8523537363050321,0.001073692120412,1.00413804710258,141.87023392248,-25775.718824170064
2015-10-14,1.8145828800000002e-07,-0.087429820970347,253.12203079360424,-0.11572846516242401,0.960583446263192,0.0010885546066710002,0.9833087744768971,139.512932261798,7311.977431949694
2015-10-15,1.8346083700000002e-07,-0.08037807387957101,254.63318166842015,-0.10794739561902,1.06272675433141,0.001100429548488,1.0053215070595,146.12238127608,-3361.7691575499484
2015-10-16,1.87107144e-07,-0.046573322522192005,262.78453429548875,-0.066454485315441,0.9419242747364021,0.001122047122145,1.01315139840249,151.197786356874,11615.104484300013
2015-10-17,1.9344749700000003e-07,-0.012472966262548001,272.5708393360872,-0.015909870888129,0.9215439446495061,0.001159757276829,1.01770215127964,157.041809597551,-4937.321649579913
2015-10-18,1.92060669e-07,-0.04705928274375901,264.1076345503976,-0.060670846156341,0.976460357199291,0.001151187484378,1.00585904362826,159.265498908117,-2373.817595189903
2015-10-19,1.8962013700000002e-07,-0.040771998177978004,264.3202634396505,-0.058369099612947006,1.09958062755922,0.00113644002254,1.00139897701084,165.037092899843,-3969.3315877598943
2015-10-20,1.9203924900000002e-07,-0.020491120071626002,270.7099906978552,-0.026060386742866003,0.866558909854481,0.00115063465723,1.01627260619939,170.690122212941,-6183.301770719583
2015-10-21,1.92896161e-07,-0.029341770406181,268.24522907122025,-0.040445708402082,0.9800079895328551,0.0011555504378270001,1.00630050998125,170.711403722721,-7825.850549750263
2015-10-22,1.9558718300000002e-07,-0.002033359263798,275.55908332825675,-0.002716644881246,1.02271811053877,0.0011714835993070001,1.00886913398396,170.420710514856,3920.3127671700204
2015-10-23,1.98861617e-07,0.008868117495026001,278.69805077486205,0.012872389238995,1.049946639958,0.001190882190045,1.01429804906395,174.281689002113,-13065.52850766026
2015-10-24,2.0086543300000003e-07,0.026286408264328,283.6091613210242,0.038407817414786,1.03369122745301,0.001202636403276,1.01386984031516,176.361492731467,-5999.556561999838
2015-10-25,2.0747321900000002e-07,0.027983553981577,284.26263600676805,0.055525739691873,1.14337306119968,0.0012420113627480002,1.0275394191959,183.221162296159,-1974.946402499918
2015-10-26,2.0355799200000003e-07,0.035442110277916,286.86547456086225,0.05310455343182301,1.18764212929617,0.0012184550270380001,1.00565831956649,181.96055467803,11479.505300730118
2015-10-27,2.0899497100000003e-07,0.062343518315347006,295.20093312413206,0.09501980389835801,1.09480652320938,0.0012507665399170002,1.02618334493392,182.478705729497,13564.206168750185
2015-10-28,2.1534662400000002e-07,0.08881422142002501,304.80745035505936,0.13899501337348,1.06741908614736,0.001288464535245,1.02878845280922,227.533398462994,4132.0168577601435
2015-10-29,2.21151376e-07,0.118074613312138,315.21087607896385,0.19871286951885903,1.19451508581728,0.0013229596145380002,1.03636823914775,242.280948871478,2666.8581543503096
2015-10-30,2.3201450400000003e-07,0.15084372274142102,328.9191848346569,0.258790144951673,1.42075400049156,0.001387835632528,1.05530643161312,275.399130056067,24665.903853910277
2015-10-31,2.3003668800000002e-07,0.10543438403766901,312.10899213735587,0.168109133890103,1.21151970057889,0.001375715639146,1.02596277425919,285.112839608091,36313.36682722019
2015-11-01,2.25956209e-07,0.14637016929027602,328.4881524558023,0.25473201932218,1.24141462775686,0.001351101210039,1.0341205011164,291.964414202549,32729.55002482992
2015-11-02,2.4025154200000003e-07,0.22985439739978702,362.95298972072004,0.43050180128778504,1.32392611776068,0.001436327614192,1.05460511500989,310.454696672783,28507.737170890323
2015-11-03,2.7357827300000003e-07,0.300862401406551,403.60760015527967,0.632783620730754,1.51809465710957,0.001635207845562,1.06690331328193,359.55178278396,15342.55329592002
2015-11-04,3.18503976e-07,0.29532817110555,408.40316317328046,0.6363782963376341,1.77247560219313,0.001903167781412,1.12451271726171,396.988499176082,30133.851652319892
2015-11-05,2.83489649e-07,0.257100696122239,385.71264935145183,0.513857815167702,1.48440167358261,0.00169351108764,1.02922893264591,445.79140848266,33875.876782899955
2015-11-06,2.6375309e-07,0.23064082622343302,374.44139240597144,0.45558749933191106,1.37546186125085,0.001575266516419,0.9915325270356831,428.682167150181,22880.29645250016
2015-11-07,2.7140004000000005e-07,0.24884268278242902,385.76265790586126,0.517437395047886,1.48579778988003,0.0016206777499240001,1.04149737141337,438.318890752628,27324.18838925031
2015-11-08,2.70374785e-07,0.22892565228536402,372.86695374186934,0.43877435621799804,1.3553081594783,0.001614174408185,1.00216252452454,437.860891357269,35587.07002114027
2015-11-09,2.64654886e-07,0.239525004082587,378.95059536527606,0.48323836486900906,1.42393524131376,0.0015798318419200002,1.01400366872282,452.402775448904,23827.963770670234
2015-11-10,2.57282199e-07,0.149692861429707,335.79636717053035,0.24837605454373,1.35872523837379,0.001535694050819,0.9676827014516831,416.707283505431,29020.900568330195
2015-11-11,2.21984109e-07,0.082003328269053,310.2309524422893,0.11200358370558999,1.35355058912855,0.0013251629032730002,0.9400708549290011,371.740936780023,40303.06087872025
2015-11-12,2.3046324200000002e-07,0.151020182260237,338.6393034805578,0.272047292048106,1.33873813295701,0.0013758693163480001,0.993742646433136,291.449181288064,47862.35476844048
2015-11-13,2.34721432e-07,0.14962037708108702,337.0562129246183,0.25690974697309304,1.35871218262852,0.0014013609815100002,1.01061425349688,283.389937449199,28314.051971220528
2015-11-14,2.3449404900000003e-07,0.13903830303841,333.439122539814,0.24205020410170403,1.20814722615735,0.0013999258113530002,1.00212758125922,275.69087652239,26581.48910037044
2015-11-15,2.3089960300000003e-07,0.107472699900404,320.3207315551851,0.17617739787122302,1.34122607342935,0.0013785452300940002,0.990163385336518,273.050254478442,34238.86577371019
2015-11-16,2.2622676900000001e-07,0.133383114180207,331.7085679802535,0.23571473135094,1.42105221625768,0.0013508345461140001,0.9870297524936391,257.639264378545,14523.715446790331
2015-11-17,2.3488681000000003e-07,0.14474983915284,336.27064502172516,0.25809555759791203,1.27430120345725,0.001402575960877,1.03215133328058,267.073650201957,17290.088963190326
2015-11-18,2.3385510800000002e-07,0.142962814872468,334.72243230786967,0.249725304094589,1.30475780737746,0.0013964814112120002,1.00383887309685,255.823146129316,21188.50347019022
2015-11-19,2.31691147e-07,0.12054106568285601,326.57191468523297,0.207168687440474,1.15052284622568,0.001383494136873,0.9962334024667691,248.647369897504,27046.264615960303
2015-11-20,2.2354231800000002e-07,0.109481189819759,321.82747201497375,0.18383513608780802,1.36472834009488,0.0013350310195670001,0.9873761513878391,236.937648872904,26162.535817210446
2015-11-21,2.2654913200000003e-07,0.12137593476559501,326.3387576784565,0.206695974448335,1.4397919770105099,0.001353232189028,1.00003873741151,236.277993094838,25478.675055140513
2015-11-22,2.2611285600000001e-07,0.11375349711454,323.80777196175893,0.193072379149673,1.42340329181298,0.001350854539946,1.00874209644669,236.368016905447,19592.140335980454
2015-11-23,2.2523944400000002e-07,0.111007914615542,323.11211587743236,0.188908117025254,1.3439437700263,0.0013457969436910001,0.995367131640522,228.847660931104,17685.874890430132
2015-11-24,2.2355924700000002e-07,0.10476548025460701,320.2786544058803,0.17498335447368502,1.27803950218453,0.0013358682659060002,0.9946930416435971,203.118067243172,15965.523423550185
2015-11-25,2.2432033700000002e-07,0.127410115314049,328.95709929189985,0.2206183593407,1.21909427260599,0.001340463988019,1.00001312120305,191.927048011932,18442.30885869998
2015-11-26,2.3834531200000003e-07,0.185372119152995,352.9815835414223,0.345023253129117,1.54201945126813,0.0014245148074390002,1.02983861793416,213.909276324505,28983.446224489948
2015-11-27,2.47349933e-07,0.19436525023828,357.7679405226297,0.370241684839321,1.20796003686627,0.001478169007353,1.01772112830951,275.678464766634,29544.395324479905
2015-11-28,2.46137988e-07,0.19372333637734201,356.5316287061623,0.361502998818837,1.3948231577394399,0.0014709213463240001,1.01053597690981,279.043208755417,34367.18631098978
2015-11-29,2.49651884e-07,0.22442353512866503,371.56062339708836,0.425548589453622,1.36939402874223,0.001491835424966,1.0194716196878,286.411046920495,29477.449074539705
2015-11-30,2.60364823e-07,0.23376975729151403,376.9796965739912,0.464304421031891,1.5548395875612901,0.0015558560854340001,1.03356423783145,313.659845122293,34118.86642501992
2015-12-01,2.5412197900000003e-07,0.20270651511791302,362.9135153696589,0.388588336092755,1.56954298409409,0.0015185786052920001,1.01016973283298,322.47367335649,32203.256590759964
2015-12-02,2.4577025500000003e-07,0.195665982245974,359.36565308034005,0.36952196750847804,1.45962921513037,0.001468664539645,0.9985071745089151,338.298963736173,25727.493849919876
2015-12-03,2.5014304900000004e-07,0.20069242350598201,361.4880907867144,0.380173520555848,1.3120558934807,0.001494593772167,1.00690622183853,351.519159703565,31892.97439841996
2015-12-04,2.4860408e-07,0.20558386633858702,363.6694300330024,0.39350612457636,1.40490034967384,0.001485304838467,1.00788852542927,348.28838308922,18207.793002780294
2015-12-05,2.5805423900000004e-07,0.25394734300216104,387.8975263902973,0.516190341017141,1.67105203600977,0.0015418551285460002,1.02413424485739,355.878136220096,19634.02783812012
2015-12-06,2.6959449e-07,0.251254856990903,387.6737772689671,0.5138930709157951,1.58694385819518,0.0016106965029,1.04560912960076,389.873144988314,23540.54445226991
2015-12-07,2.69424397e-07,0.26542106678409905,394.81581788008197,0.549018545797721,1.4654079670798699,0.0016094394176670002,1.02928384215874,398.014386188963,17710.69572288962
2015-12-08,2.711181e-07,0.299316938520847,416.94368780430784,0.663409764612222,1.7563392036188499,0.0016195709301680002,1.02334812746733,364.595077878134,12868.930619089631
2015-12-09,2.85288399e-07,0.29932786436930603,417.5696303375327,0.6600418415136551,1.7737918721492298,0.001704109770325,1.06999207489468,405.350978045416,29516.774784079636
2015-12-10,2.84110847e-07,0.29532878061878703,415.39939616850705,0.646163375074248,2.26926338334586,0.001697547715951,1.02746008483214,408.334727508461,17999.936025029863
2015-12-11,2.95976228e-07,0.348659759201337,453.1305854150825,0.8400394046699261,1.75497180323176,0.0017681879194830002,1.04178313523245,432.004422250247,21913.036639829515
2015-12-12,2.95523319e-07,0.32197423070729403,436.75298646387876,0.7468491850010731,1.7636114513418,0.0017653026560870001,1.02259342680386,429.412358596618,18508.97071500949
2015-12-13,2.9739332800000005e-07,0.318833805708628,433.3545154611923,0.734871889716141,1.56214600903217,0.0017760213630330002,1.02400970259624,421.322410016908,20505.68689510948
2015-12-14,3.0048231e-07,0.334021316786108,443.8590702689776,0.781875058491946,2.1629257630623098,0.001794761049969,1.05245582077595,442.822911898169,19169.064050939283
2015-12-15,3.10390039e-07,0.361436754356869,463.9822589592027,0.8827317106272351,2.09544156367515,0.001854077431817,1.04298324893872,458.722721262874,18743.017633169657
2015-12-16,3.0958941000000004e-07,0.34669229422783204,454.06528884560765,0.8281814511286371,1.86253063214532,0.0018491472351570002,1.0181056749009,448.788405192354,31430.50031444966
2015-12-17,3.08267455e-07,0.347661227686822,455.8338169637597,0.8366681301366461,1.76121523637077,0.0018409641237060001,1.01973092777668,445.247405308601,25071.657873239485
2015-12-18,3.1117310600000004e-07,0.35710625358788906,463.12910763070374,0.871189335809414,1.93586543297808,0.0018582169421500002,1.0196489111662,438.451829785111,19971.093803169555
2015-12-19,3.1293117000000005e-07,0.353255191242758,461.44159724790654,0.8586319337606061,1.80696824229852,0.0018684638408910002,1.0374917251419,448.886325515141,18904.124412229517
2015-12-20,3.05903449e-07,0.32516095687065305,442.29881918198953,0.756344268058951,1.85776236303828,0.001826393594773,1.00852379127809,444.959350596171,17481.62743672973
2015-12-21,2.9484227200000005e-07,0.316122979105044,437.2047325783519,0.73037988941182,1.61279282469376,0.001760099835713,0.99975333734403,451.881286161321,10625.58227215975
2015-12-22,2.9514223700000005e-07,0.312028389823094,434.6732117942569,0.71569201963237,1.62648439521128,0.001761674433113,1.00727582847299,445.380493436069,3998.811401709914
2015-12-23,2.9598491900000004e-07,0.32505551875711103,442.41482089884613,0.755413195440878,1.7070963578821101,0.0017665826300870002,1.01588103538427,439.748461307989,701.5710577798309
2015-12-24,3.05948208e-07,0.342067689200762,455.74013016062173,0.8211874013890691,1.55071521418664,0.0018256846371,1.0316578720194,436.681832555755,-4522.869895560085
2015-12-25,3.0597267100000003e-07,0.341116693633358,455.85591512491953,0.8179224392427881,1.82168820890739,0.001825801054626,1.03520646542662,459.715580294278,-13541.191498569911
2015-12-26,2.9027308e-07,0.28316602329266405,418.47369385302943,0.623855334644686,1.82006067189728,0.0017322544538070001,0.98552230556353,443.282811872739,-23977.82012727973
2015-12-27,2.8186409500000004e-07,0.29050067757512904,422.2507205514291,0.643899906463826,2.11704066936885,0.0016825700724140001,0.991104777944055,430.362169623818,-19660.51542603993
2015-12-28,2.84450488e-07,0.288934710848177,421.6523204183636,0.639757861924107,1.57666426333654,0.0016978543406790001,0.9992169879460351,420.151061829277,-17917.758020650013
2015-12-29,2.8429814e-07,0.30726603840425204,432.94242916990527,0.6997119660350131,1.65956217396581,0.001696886242135,1.00231702148689,394.101995455622,-22723.34872559982
2015-12-30,2.87095082e-07,0.29627014471136304,426.97325638352305,0.672688296806852,1.73786273384485,0.0017135842171180002,1.00569657930712,371.891894499534,-24433.65801747993
2015-12-31,2.84776838e-07,0.30209322248033804,430.21143265315385,0.680810865516002,1.48337700794324,0.001699479247652,1.01787628340895,363.356718576667,-22202.66978727968
2016-01-01,2.88620907e-07,0.31032690466893903,434.8839824640039,0.70751779814601,1.43068391600046,0.0017220371921060002,1.01790000698445,336.693607468047,-12296.508216719958
2016-01-02,2.89087752e-07,0.30842722363938,434.92242033909116,0.7070279285977881,1.5394866899775201,0.0017245615591610002,1.00633934781519,322.022994145085,-17522.248833749676
2016-01-03,2.8633103300000004e-07,0.30279462755193504,430.9997978270536,0.6865320703972411,1.52589274637588,0.0017078154884,1.01551046962525,328.552037021206,-5175.969443360227
2016-01-04,2.8761195800000003e-07,0.30581318207304203,433.90199131687206,0.6994535828489,1.91014340452542,0.001715516487758,1.0160395110182,313.990153699193,-5651.144388279761
2016-01-05,2.87339438e-07,0.30363089114802705,433.16659869576245,0.694940151802768,1.65451135068486,0.0017136561594160002,1.00931099186036,324.924803712201,-20960.022988959914
2016-01-06,2.85877448e-07,0.30072202503559,429.9253492492494,0.677146503881634,1.47869935246111,0.001704475635752,1.00904606256868,334.869009715797,-16736.495632279664
2016-01-07,2.9745670800000004e-07,0.339477278101793,458.7099236879629,0.827170314079233,1.60188900724489,0.00177310205654,1.06547530621514,356.917969727515,-23011.79679280985
2016-01-08,3.0124281000000004e-07,0.333043816556156,454.05328330860004,0.792138268180086,1.90863024240234,0.0017955887311170001,1.02453793954863,376.090726054971,-26365.2816863599
2016-01-09,2.98030299e-07,0.326989009587206,449.69718279879146,0.773381015359305,1.64681195840723,0.001776037794843,1.01040206984845,393.71813240481,-14700.362401870196
2016-01-10,2.94188439e-07,0.32507255209794,448.95363526897563,0.7653416260501931,1.8809211342135201,0.0017530696775220002,1.04824270708462,416.80886709568,-37694.79678655998
2016-01-11,2.9506297300000003e-07,0.322690606474459,448.69524978182716,0.7619050126919391,1.8312447056211,0.0017581391992200002,1.02371966261929,441.513732403608,-20955.97987534001
2016-01-12,2.9390939500000004e-07,0.29999358834399703,435.48555090765376,0.71319198940552,1.82209059317234,0.001751127029316,1.01703179687785,447.896395222806,-32395.79986948974
2016-01-13,2.8314928100000003e-07,0.297559570468566,432.6577823362845,0.677008103402246,1.52576543540023,0.0016866520389170001,0.9896299385911541,446.877711131536,-22907.278142839903
2016-01-14,2.83314508e-07,0.29295395498514,430.0250259843386,0.66278670352438,1.37085804642154,0.0016870671548140002,0.999500638398059,438.587928686128,-23923.518728189985
2016-01-15,2.6328436e-07,0.16332429010041,362.4305504507852,0.310439851252372,1.16610635847684,0.001567233194341,0.9728492902213091,445.232599908736,-10246.453689930378
2016-01-16,2.4336054400000004e-07,0.216724792051799,388.1881730585918,0.448017510916408,1.25562453233496,0.0014483772577240002,0.969618941111913,454.163534893913,-509.571721379878
2016-01-17,2.51460612e-07,0.199154348311325,379.148748639874,0.40036388439205,1.3786812413126,0.001496375201154,1.00130508845545,442.687568235112,5832.766229700064
2016-01-18,2.49450372e-07,0.212845783195061,384.928918248786,0.43198888713443706,1.56308902956262,0.001484401775846,0.983069780425416,423.137626728552,731.3312241400126
2016-01-19,2.49674879e-07,0.194797539616252,376.7663108392438,0.389306085091562,1.2051670903125,0.0014853670828960002,0.9959267159528441,412.642181136077,6231.038516849978
2016-01-20,2.5536705300000005e-07,0.27564479266803105,419.22525017175093,0.612875475245337,1.4003412875833399,0.0015190133126700002,1.01341885194306,415.58142691753,20419.514068089542
2016-01-21,2.69765429e-07,0.258691989464714,409.26809902414743,0.5576372323948461,1.33767181988525,0.001604217788436,1.01070132587428,442.299478026282,27123.42319680995
2016-01-22,2.5670356500000003e-07,0.21154390340549,383.29492881453876,0.42795874642803106,1.63075682708847,0.0015265540407750002,0.933477916507024,462.916751676715,37650.68520437984
2016-01-23,2.5359089100000004e-07,0.21984092584651202,386.9158595464536,0.44128130625826706,1.63697879495845,0.0015080902413,0.9946423231405381,469.443085628967,44046.06020103942
2016-01-24,2.57839348e-07,0.24893504551481602,402.8010750231029,0.5297330326328721,1.5938653955889701,0.001533341073943,1.01465260954196,495.572458234782,52624.31898707943
2016-01-25,2.5725101800000004e-07,0.22789863881371503,391.1212623042642,0.47147567582043,1.49991490989254,0.0015298054253620001,1.00866917281977,538.706337931693,54053.26206445962
2016-01-26,2.5509799500000003e-07,0.22860134146153901,391.6668140869515,0.47390504977246,1.46786248642183,0.0015170273365290002,1.0026352084505,548.763512654868,74090.50144631963
2016-01-27,2.55594591e-07,0.23330144647026202,394.4466804448489,0.48429168182941906,1.42475940539223,0.0015200056987520001,1.00186000786042,553.657471439896,69880.98392888973
2016-01-28,2.48564268e-07,0.20399952121158102,379.75057770315664,0.40863389894101904,1.30562301405363,0.0014782057140480002,0.9837843193226771,543.608830938613,72779.01674429968
2016-01-29,2.43493237e-07,0.20241879612423902,378.6405195412309,0.40524378759691504,1.4776973569398,0.001448275938872,0.9782193570122011,570.807305005899,65719.87593702995
2016-01-30,2.44664357e-07,0.20234994299316603,377.3488875787101,0.397841878592592,1.64180848110395,0.001455696950665,1.00763543106332,563.527475299291,62432.227980669355
2016-01-31,2.44338582e-07,0.181403634507689,367.9508595508954,0.34838043046628203,1.58488042888651,0.0014541594093410001,0.9988742135863561,556.55086611937,57380.60387009976
2016-02-01,2.4048754200000004e-07,0.189452977226091,371.37052319412066,0.367146555215532,1.3881096116296,0.001431543490422,0.9736780658731531,563.518219530062,74055.64697510947
2016-02-02,2.40338619e-07,0.19301077905536201,372.96226926144027,0.37902656062203105,1.54880153115069,0.0014311226250620002,0.9942452194172281,561.163006683294,50146.06016663986
2016-02-03,2.3890977500000004e-07,0.183617196140016,368.53490319794935,0.356785488829506,1.52772028495366,0.001423070507056,0.987953736592826,543.817065890335,53328.730599579634
2016-02-04,2.42651908e-07,0.223352027460435,388.09502866803325,0.45986458093299204,1.45371735269019,0.00144571811361,1.00597526670445,540.969756193268,61345.56638551969
2016-02-05,2.4816626e-07,0.21645016504984202,383.9341258581022,0.436767531173869,1.66542850473156,0.001479106106411,1.00229230922009,565.668313059625,46752.3109709298
2016-02-06,2.4115900900000003e-07,0.198431505040837,375.22738704758757,0.391816163417667,1.71919137408513,0.0014379433072350001,0.9878751684098551,571.170715124178,57215.076418999815
2016-02-07,2.41076909e-07,0.20058631033915503,376.42862922366214,0.39808016930789,1.51097790178109,0.001437800930321,1.00022961737526,564.743599845901,51542.91222344979
2016-02-08,2.40674224e-07,0.18914040864362502,371.21694243336185,0.370798827650238,1.26859531731712,0.001435503876268,0.9929526708117041,532.727209429958,61877.34987153008
2016-02-09,2.3815277700000001e-07,0.19376952284817703,372.7623707800957,0.38270999983423204,1.4905038393816001,0.0014207483387780001,0.9881164156300041,518.5732241669,63192.67880549992
